,Link-href,Name,Types,About,Duration,Address,Rating,ReviewsNo,ExcellentRating,VeryGoodRating,AverageRating,PoorRating,TerribleRating,StartTime,EndTime,LunchStart,LunchEnd,DurationMin,DurationMax
0,https://www.tripadvisor.com/Attraction_Review-g189158-d195144-Reviews-Oceanario_de_Lisboa-Lisbon_Lisbon_District_Central_Portugal.html,Oceanário de Lisboa,['Aquariums'],"Oceanário de Lisboa is one of the largest aquariums in Europe featuring over 15,000 marine creatures from 500 species. It is centered around one main central tank and several smaller habitats spread over two floors, and showcases both terrestrial and marine ecosystems. You can even spend a night here and sleep with sharks. The building 'floats' in a bay off Parque de Nacoes in eastern Lisbon riverside frontview—you can walk to the Oceanário de Lisboa via a walkway across the water. 

This attraction is a popular stop on hop-on hop-off bus tours in Lisbon which includes audio guides in several languages. 

– Tripadvisor",Duration: 2-3 hours,"Esplanada D. Carlos I Doca dos Olivais, Lisbon 1990-005 Portugal",4.5,40565,26272,10703,2897,487,0,10:00:00,20:00:00,,,0 days 02:00:00,0 days 03:00:00
1,https://www.tripadvisor.com/Attraction_Review-g189164-d484394-Reviews-Quinta_da_Regaleira-Sintra_Sintra_Municipality_Lisbon_District_Central_Portugal.html,Quinta da Regaleira,"['Architectural Buildings', 'Castles', 'Gardens']","This fairytale-like country estate and UNESCO World Heritage Site located near Sintra’s historic center is known for its beautiful architecture, landscaped gardens, and the eerie Initiation Wells. Take a guided tour of the property to learn more about its enthralling history, and explore other mysteries like the underground tunnels, grottoes, chapel, and more. The estate gets busy so visit once it opens for a quieter experience; tickets often sell out too so book early to secure your slot.

Explore Quinta da Regaleira on a tour of Sintra, which often includes stops at other iconic sights like Pena Palace and Roca Cape. 

– Tripadvisor",Duration: 1-2 hours,"Rua Barbosa do Bocage, Sintra 2710-567 Portugal",5.0,13871,11321,2063,337,81,690,10:00:00,17:30:00,,,0 days 01:00:00,0 days 02:00:00
2,https://www.tripadvisor.com/Attraction_Review-g189158-d195649-Reviews-Alfama-Lisbon_Lisbon_District_Central_Portugal.html,Alfama,['Neighborhoods'],"Wonderful sights delight walkers at every turn in this culturally rich and charming part of Lisbon, which through its architecture reminds visitors of its Visigothic roots, Arabic influence and fishing port heritage.",Duration: 1-2 hours,,4.5,21287,13203,6725,1081,178,1000,,,,,0 days 01:00:00,0 days 02:00:00
3,https://www.tripadvisor.com/Attraction_Review-g189158-d195318-Reviews-Mosteiro_dos_Jeronimos-Lisbon_Lisbon_District_Central_Portugal.html,Mosteiro dos Jeronimos,"['Historic Sites', 'Architectural Buildings', 'Religious Sites']","No expense was spared when they built this masterpiece of Manueline and Gothic architecture in 1502, which was inspired by Vasco da Gama who is buried here with other great navigators of the past.",Duration: 2-3 hours,"Praca do Imperio Belém, Lisbon 1400-206 Portugal",4.5,31687,19522,9073,2354,436,0,10:00:00,18:00:00,,,0 days 02:00:00,0 days 03:00:00
4,https://www.tripadvisor.com/Attraction_Review-g189158-d524074-Reviews-Torre_de_Belem-Lisbon_Lisbon_District_Central_Portugal.html,Torre de Belém,['Points of Interest & Landmarks'],A 16th-century tower which serves as a monument to Portugal's Age of Discovery on both land and sea.,Duration: 2-3 hours,"Avenida Brasília - Belém, Lisbon 1400-038 Portugal",4.0,37917,17117,14123,5193,978,0,10:00:00,17:00:00,,,0 days 02:00:00,0 days 03:00:00
5,https://www.tripadvisor.com/Attraction_Review-g189158-d199878-Reviews-Praca_do_Comercio_Terreiro_do_Paco-Lisbon_Lisbon_District_Central_Portugal.html,Praca do Comercio (Terreiro do Paco),['Points of Interest & Landmarks'],"One of the biggest squares in Europe, this stylish area in downtown Lisbon often displays beautiful works of art and sculpture, and is a great place for a leisurely stroll.",Duration: < 1 hour,"Avenida Infante Dom Henrique 1C, Lisbon 1100-053 Portugal",4.5,17075,9292,6270,1303,134,760,,,,,,0 days 01:00:00
6,https://www.tripadvisor.com/Attraction_Review-g189158-d195107-Reviews-Castelo_de_S_Jorge-Lisbon_Lisbon_District_Central_Portugal.html,Castelo de S. Jorge,"['Historic Sites', 'Castles']","Standing proudly on Lisbon's highest hill, this historic castle offers panoramic views of the city all around it. The fort dates back to the Moorish times in the 11th century, and has served as military barracks and royal chambers. Currently, it's a national monument which is home to a museum and archaeological site, though most people visit for the fantastic views and gardens to relax in. 

There are free and paid guided tours available in the ticket, as well as regular free demos for the camera obscura which provides 360º detailed views of the city in real-time",Duration: 1-2 hours,"Rua de Santa Cruz do Castelo, Lisbon 1100-129 Portugal",4.0,30496,13972,11072,4202,925,0,09:00:00,18:00:00,,,0 days 01:00:00,0 days 02:00:00
7,https://www.tripadvisor.com/Attraction_Review-g189158-d195106-Reviews-Calouste_Gulbenkian_Museum-Lisbon_Lisbon_District_Central_Portugal.html,Calouste Gulbenkian Museum,"['Art Galleries', 'Art Museums']","With works ranging from Antiquity to the early 20th century, the Founder’s Collection comprises more than six thousand pieces gathered throughout Calouste Sarkis Gulbenkian’s life, including Egyptian Art, Greco-Roman Art, Islamic Arts, Painting, Sculpture and European Decorative Arts. Works by great masters such as Rubens, Rembrandt, Turner, Degas and René Lalique’s largest set of jewels are just a few examples of what can be found in one of the best private collections in the world. Besides the Founder’s Collection, the Calouste Gulbenkian Museum is also comprised by the Modern Collection, which features the largest and most complete collection of modern and contemporary Portuguese Art. The Calouste Gulbenkian Museum is surrounded by one of the most emblematic modern gardens in Portugal, open all year. The Museum offers a wide range of facilities to improve the visitor’s experience: three cafeterias overlooking the Garden, a museum shop, free cloackroom service and free Wi-Fi.",Duration: 1-2 hours,"Avenida de Berna 45A, Lisbon 1067-001 Portugal",4.5,8606,6108,1963,438,66,310,10:00:00,18:00:00,,,0 days 01:00:00,0 days 02:00:00
8,https://www.tripadvisor.com/Attraction_Review-g189158-d195105-Reviews-Bairro_Alto-Lisbon_Lisbon_District_Central_Portugal.html,Bairro Alto,['Neighborhoods'],"Home to art galleries and a historic monastery (Convento do Carmo), Bairro Alto is one of the busiest districts of Lisbon after dark. Locals and travelers pack its narrow streets to hang out outside the area’s countless bars. Try ginjinha, a local liqueur, as you listen to live fado music. During the day, you can stroll through the neighborhood's narrow streets and check out the quaint boutiques and cafes. 

To get to Bairro Alto, take the eye-catching Glória Funicular at Liberdade Avenue. It’ll drop you off at the São Pedro de Alcântara viewpoint, where you'll get commanding views of the city. 

– Tripadvisor",,,4.5,13017,6886,4844,987,189,0,,,,,,
9,https://www.tripadvisor.com/Attraction_Review-g189158-d195776-Reviews-Museu_Nacional_do_Azulejo-Lisbon_Lisbon_District_Central_Portugal.html,Museu Nacional do Azulejo,"['Speciality Museums', 'Art Museums']","A must-see for people interested in the history and design of ceramic tiles, this specialty museum houses a splendid collection of decorative tiles dating from the 15th century to the present.",Duration: 2-3 hours,"Rua Madre de Deus 4 São João, Lisbon 1900-312 Portugal",4.5,4416,2746,1334,273,41,220,10:00:00,18:00:00,,,0 days 02:00:00,0 days 03:00:00
10,https://www.tripadvisor.com/Attraction_Review-g189155-d547705-Reviews-Cabo_da_Roca-Colares_Sintra_Municipality_Lisbon_District_Central_Portugal.html,Cabo da Roca,"['Points of Interest & Landmarks', 'Lookouts', 'Scenic Walking Areas']",,Duration: 1-2 hours,"Estrada Cabo da Roca, Colares 2705-001 Portugal",4.5,6160,4011,1686,403,36,240,07:00:00,18:00:00,,,0 days 01:00:00,0 days 02:00:00
11,https://www.tripadvisor.com/Attraction_Review-g189158-d195824-Reviews-Chiado-Lisbon_Lisbon_District_Central_Portugal.html,Chiado,['Neighborhoods'],This is the fashionable shopping district in Lisbon.,,,4.5,8004,4593,2957,405,30,300,,,,,,
12,https://www.tripadvisor.com/Attraction_Review-g189164-d195786-Reviews-Castelo_dos_Mouros-Sintra_Sintra_Municipality_Lisbon_District_Central_Portugal.html,Castelo dos Mouros,"['Historic Sites', 'Castles']","The Moorish Castle is a military fortification that bears witness to the Islamic presence in the region, and was probably constructed between the eighth and ninth centuries and later expanded after the Reconquista. Overlooking the town of Sintra, it served as a watchtower, guaranteeing the protection of Lisbon and its surroundings.",Duration: More than 3 hours,"Estrada da Pena Parque de Monserrate, Sintra 2710-609 Portugal",4.5,6698,4047,1996,522,93,0,10:00:00,18:00:00,,,0 days 03:00:00,
13,https://www.tripadvisor.com/Attraction_Review-g189158-d243620-Reviews-Padrao_dos_Descobrimentos-Lisbon_Lisbon_District_Central_Portugal.html,Padrao dos Descobrimentos,['Monuments & Statues'],"Erected in the honor of Portugal's Prince Henry the Navigator in 1960, this is a dramatic work of art in stone that commemorates Portugal's many famous explorers and adventurers.",Duration: 2-3 hours,"Padrao dos Descobrimentos Avenida Brasilia Belem, Lisbon 1400-038 Portugal",4.0,11383,4940,4486,1596,260,0,,,,,0 days 02:00:00,0 days 03:00:00
14,https://www.tripadvisor.com/Attraction_Review-g189158-d1992589-Reviews-Miradouro_da_Senhora_do_Monte-Lisbon_Lisbon_District_Central_Portugal.html,Miradouro da Senhora do Monte,['Lookouts'],,,"Largo do Monte, Lisbon 1170-253 Portugal",4.5,3542,2585,842,104,9,90,,,,,,
15,https://www.tripadvisor.com/Attraction_Review-g189154-d524077-Reviews-Centro_Historico_de_Cascais-Cascais_Lisbon_District_Central_Portugal.html,Centro Historico de Cascais,['Historic Walking Areas'],,Duration: 2-3 hours,,4.5,6824,3824,2426,475,79,200,,,,,0 days 02:00:00,0 days 03:00:00
16,https://www.tripadvisor.com/Attraction_Review-g189158-d262792-Reviews-Tram_28-Lisbon_Lisbon_District_Central_Portugal.html,Tram 28,['Trams'],Vintage trams take passengers on a scenic trip from the city center at sea level up through the narrow maze of streets towards St. George Castle.,,,4.0,24845,10131,7419,4375,1667,0,,,,,,
17,https://www.tripadvisor.com/Attraction_Review-g189164-d953163-Reviews-Parque_e_Palacio_de_Monserrate-Sintra_Sintra_Municipality_Lisbon_District_Central_.html,Parque e Palácio de Monserrate,"['Architectural Buildings', 'Parks']","Not very far from the historic centre of Sintra is one of the most beautiful architectural and landscape Romantic creations in Portugal: the Park and Palace of Monserrate, unique representatives of 19th century eclecticism.",,"R. Visc. de Monserrate, Sintra 2710-591 Portugal",4.5,2189,1528,537,98,18,80,10:00:00,18:00:00,,,,
18,https://www.tripadvisor.com/Attraction_Review-g189158-d243614-Reviews-Jardim_Zoologico-Lisbon_Lisbon_District_Central_Portugal.html,Jardim Zoologico,['Zoos'],"LISBON ZOO – GO AROUND THE WORLD IN JUST ONE DAY At Lisbon Zoo, we invite you to travel around the world without leaving Lisbon. Find the Sumatran Tigers in the dense vegetation of the Rainforest, observe Lions, Giraffes and Elephants behaviour at the dry African Savannah and dazzle with the majestic flight of the colourful birds of South America. Our mission is to develop and promote a zoological and botanical park, as a centre of conservation, reproduction and reintroduction of endangered species, through scientific investigation and environmental enrichment programs. Along with education is a strong entertainment component that will ensure a great family time, always with the conviction that when visiting Lisbon Zoo you’re contributing to this great project of conservations of endangered species and their habitats.",Duration: More than 3 hours,"Estrada de Benfica 158-160, Lisbon 1549-004 Portugal",4.5,3860,2125,1218,330,116,0,10:00:00,18:00:00,,,0 days 03:00:00,
19,https://www.tripadvisor.com/Attraction_Review-g189158-d2397769-Reviews-Arco_do_Triunfo-Lisbon_Lisbon_District_Central_Portugal.html,Arco do Triunfo,['Monuments & Statues'],,Duration: < 1 hour,"Rua Augusta 2 Praça do Comércio, Lisbon 1100-053 Portugal",4.5,5931,3163,2310,415,31,120,00:00:00,23:59:00,,,,0 days 01:00:00
20,https://www.tripadvisor.com/Attraction_Review-g189158-d243618-Reviews-Igreja_de_Sao_Roque-Lisbon_Lisbon_District_Central_Portugal.html,Igreja de São Roque,"['Architectural Buildings', 'Religious Sites', 'History Museums']",,,"Largo Trindade Coelho Bairro Alto, Lisbon 1200-470 Portugal",4.5,2138,1332,694,97,12,40,,,,,,
21,https://www.tripadvisor.com/Attraction_Review-g189164-d10623675-Reviews-Initiation_Well-Sintra_Sintra_Municipality_Lisbon_District_Central_Portugal.html,Initiation Well,['Points of Interest & Landmarks'],"Part of the historic Quinta da Reglaeira estate, this deep well features a gothic spiral staircase that descends around 88 feet underground to a maze of tunnels. This mysterious well was said to be used for ceremonial purposes and tarot initiation rites. Admire the depths and moss-covered walls from above, before entering the well and exploring the tunnels, that will lead you to the gardens. Just remember a flashlight as it can be dark.

There are often long lines, so visit right after opening, or at closing time for fewer crowds. Join a guided estate tour of Quinta da Reglaeira to learn more about its curious history. – Tripadvisor",Duration: < 1 hour,"Rua Barbosa Du Bocage 9 Quinta da Regaleira, Sintra 2710-353 Portugal",5.0,1017,834,152,25,4,40,09:30:00,19:00:00,,,,0 days 01:00:00
22,https://www.tripadvisor.com/Attraction_Review-g189158-d2353620-Reviews-Miradouro_Sao_Pedro_de_Alcantara-Lisbon_Lisbon_District_Central_Portugal.html,Miradouro Sao Pedro de Alcantara,['Gardens'],,Duration: 2-3 hours,"Rua de Sao Pedro de Alcantara Bairro Alto, Lisbon 1250-237 Portugal",4.5,3588,2012,1320,219,28,90,00:00:00,23:59:00,,,0 days 02:00:00,0 days 03:00:00
23,https://www.tripadvisor.com/Attraction_Review-g189158-d312142-Reviews-25_de_Abril_Bridge-Lisbon_Lisbon_District_Central_Portugal.html,25 de Abril Bridge,['Bridges'],"This suspension bridge across the Tagus River has the longest central span in Europe, at 1.5 miles. It also looks quite a bit like San Francisco's famed ""Golden Gate Bridge,"" though this one was named after the revolution.",Duration: < 1 hour,"Praca 25 de Abril Almada, Lisbon 1950-358 Portugal",4.5,2893,1380,1171,318,18,60,,,,,,0 days 01:00:00
24,https://www.tripadvisor.com/Attraction_Review-g189158-d660451-Reviews-Museu_Colecao_Berardo-Lisbon_Lisbon_District_Central_Portugal.html,Museu Coleção Berardo,"['Speciality Museums', 'Art Museums']","Located in Belém, the Museu Coleção Berardo is The Most Visited Museum in Portugal and is the Main Modern and Contemporary Art Museum in Lisbon, with 6 Major Exhibitions on view. Open every day, from 10 a.m. to 7 p.m. (last entrance: 6:30 p.m.) Admission Ticket (adult): 5€, discounts available. Free on Saturdays, all day. Houses the Berardo Collection of Modern and Contemporary Art, together with temporary exhibits. The permanent collection of the museum presents the major art movements of the 20th century - Cubism, Dadaism, Constructivism, De Stijl, Surrealism, Post-war Figuration, CoBrA, Abstract Expressionism, Kinetic and Op Art, Nouveau Réalisme, British Pop Art, American Pop Art, among others, presenting works from artists like Mondrian, Picasso, Duchamp, Andy Warhol, Jackson Polock, Louise Bourgeois, Alexander Calder, Salvador Dalí, Francis Bacon, Balthus, Lucio Fontana, Yves Klein, Pistoletto, Bill Viola, Andreas Gursky, Frank Stella, among others. A must-see in Lisbon!",Duration: 1-2 hours,"Praça do Império, Lisbon 1449-003 Portugal",4.5,2539,1608,701,167,44,0,10:00:00,19:00:00,,,0 days 01:00:00,0 days 02:00:00
25,https://www.tripadvisor.com/Attraction_Review-g189158-d197705-Reviews-Vasco_da_Gama_Bridge-Lisbon_Lisbon_District_Central_Portugal.html,Vasco da Gama Bridge,['Bridges'],"Named after the famous 15th-century explorer, Vasco da Gama, this immense cable-stayed bridge across the Tagus River is eleven miles long, and punctuated with more than seven miles of bridges and viaducts.",,,4.5,3779,2029,1389,319,28,140,,,,,,
26,https://www.tripadvisor.com/Attraction_Review-g189158-d6558650-Reviews-LX_Factory-Lisbon_Lisbon_District_Central_Portugal.html,LX Factory,['Points of Interest & Landmarks'],"Once an old industrial textile complex, LX Factory is now home to Lisbon’s trendiest restaurants, bars, and shops. Located beneath the Ponte de 25 Abril Bridge, the revitalized hotspot resembles a village where you can walk down cobbled streets and admire the street art adorning the walls of old warehouses. Here, you can dine in a former industrial canteen, shop at a multi-story bookstore, watch artists at work in their ateliers and studios, catch a live performance or exhibition, and more.

On the weekend, stop by the open-air flea market which sells everything from handmade jewelry to vintage clothing. – Tripadvisor",,"Rua Rodrigues de Faria 103, Lisbon 1300-501 Portugal",4.5,2708,1410,879,260,116,0,06:00:00,04:00:00,,,,
27,https://www.tripadvisor.com/Attraction_Review-g189158-d546590-Reviews-Parque_das_Nacoes-Lisbon_Lisbon_District_Central_Portugal.html,Parque das Nacoes,"['Neighborhoods', 'Points of Interest & Landmarks']",,,"Avenida Dom João II 13B, Lisbon 1990-998 Portugal",4.5,4550,2163,1734,520,101,0,,,,,,
28,https://www.tripadvisor.com/Attraction_Review-g189154-d197710-Reviews-Guincho_Beach-Cascais_Lisbon_District_Central_Portugal.html,Guincho Beach,['Beaches'],"Lying at the foot of the Sintra hills and facing the Atlantic, this superb beach is not only ideal for wind surfing but also board surfing due to the large breakers.",Duration: 1-2 hours,,4.5,2082,1249,671,135,18,90,,,,,0 days 01:00:00,0 days 02:00:00
29,https://www.tripadvisor.com/Attraction_Review-g189158-d1630676-Reviews-Palacio_Nacional_da_Ajuda-Lisbon_Lisbon_District_Central_Portugal.html,Palácio Nacional da Ajuda,['Castles'],"This is a collection of decorative arts including furniture, tapestries and statues in an unfinished palace.",Duration: 1-2 hours,"Largo da Ajuda, Lisbon 1300-018 Portugal",4.5,1367,885,387,76,10,0,10:00:00,17:30:00,,,0 days 01:00:00,0 days 02:00:00
30,https://www.tripadvisor.com/Attraction_Review-g189158-d245786-Reviews-Centro_Colombo-Lisbon_Lisbon_District_Central_Portugal.html,Centro Colombo,['Shopping Malls'],,Duration: 2-3 hours,"Centro Comercial Colombo Avenida Lusiada, Lisbon 1500-392 Portugal",4.5,1500,774,578,120,13,0,09:00:00,00:00:00,,,0 days 02:00:00,0 days 03:00:00
31,https://www.tripadvisor.com/Attraction_Review-g189154-d547712-Reviews-Boca_do_Inferno-Cascais_Lisbon_District_Central_Portugal.html,Boca do Inferno,['Geologic Formations'],,,"Northern section of Cascais, Cascais 2750-642 Portugal",4.0,4165,1924,1422,638,141,0,,,,,,
32,https://www.tripadvisor.com/Attraction_Review-g189158-d3877563-Reviews-Estadio_do_Sport_Lisboa_e_Benfica-Lisbon_Lisbon_District_Central_Portugal.html,Estadio do Sport Lisboa e Benfica,['Arenas & Stadiums'],"The Stadium complex offers entertainment, commerce and leisure. All emotions are allowed at the Benfica Stadium, a venue envisaging numerous possibilities: excitement, leisure, commerce and a glorious and complete show on the pitch. Stadium Tours every day from 10am to 6 pm. (Domestic competitions: there are no Stadium Tours on match days; European Competitions: there are no Stadium Tours on the day before the match and on the match day itself). Benfica Museum It proudly displays Sport Lisboa e Benfica's long and rich history, including a multifunctional room for temporary exhibitions. The Benfica Museum is an area of pure interaction between the fans and the Club's past and present. Commercial Area Located in the Stadium's surroundings, this zone offers an array of services, from traditional restaurants to various kinds of stores. Benfica Official Store Mirroring the Club's dimension and commercial strength, the Official Store confirms the Benfica brand as a triumphant emblem.",Duration: 1-2 hours,"Avenida Eusebio da Silva Ferreira, Lisbon 1500-313 Portugal",4.5,2261,1643,465,83,19,0,10:00:00,17:00:00,,,0 days 01:00:00,0 days 02:00:00
33,https://www.tripadvisor.com/Attraction_Review-g189158-d1996418-Reviews-Carmo_Archaeological_Museum-Lisbon_Lisbon_District_Central_Portugal.html,Carmo Archaeological Museum,['History Museums'],"The Carmo Archaeological Museum is situated in the ruins of the old Church of Santa Maria do Carmo, founded in 1389 by D. Nuno Alvares Pereira. This church was known as one of the most beautiful Gothic temples in Lisbon until the earthquake of 1755, which caused serious damage to the building and destroyed almost all of its religious-artistic contents. Its re-construction began in an experimental Gothic style in 1756 and stopped in 1834, when the religious orders were abolished in Portugal. In 1863, royal architect, Joaquim Possidonio da Silva, founded the Portuguese Civil Architects Association. About one year later, in 1864, the Carmo Archaeological Museum was installed there for the storage and display of important sculptures from old ruined buildings. Curing the 19th, 20th and 21st centuries. the museum houses a collection which dates from Pre-History to the present day and shows the way people have thought and felt in different areas of culture throughout the ages.",Duration: < 1 hour,"Largo do Carmo, 1200-092, Lisbon 1200-092 Portugal",4.5,2892,1549,1061,229,39,140,10:00:00,19:00:00,,,,0 days 01:00:00
34,https://www.tripadvisor.com/Attraction_Review-g189162-d196235-Reviews-National_Palace_of_Queluz-Queluz_Sintra_Municipality_Lisbon_District_Central_Portu.html,National Palace of Queluz,['Historic Sites'],"Royal residence of two generations of monarchs, only fifteen minutes away from Lisbon, the National Palace of Queluz is intimately linked with significant figures in Portuguese history. Today it constitutes a major heritage site in Portuguese architecture and landscaping, and contains an important collection which reflects royal taste during the eighteenth and nineteenth century - from Baroque, through Rococo, to Neoclassicism.",Duration: 2-3 hours,"Largo do Palacio, Queluz 2745-191 Portugal",4.5,1452,910,420,86,22,0,09:00:00,18:00:00,,,0 days 02:00:00,0 days 03:00:00
35,https://www.tripadvisor.com/Attraction_Review-g189158-d195736-Reviews-National_Museum_of_Ancient_Art-Lisbon_Lisbon_District_Central_Portugal.html,National Museum of Ancient Art,['Speciality Museums'],"Considered to house the best collection of Portuguese and European art, this museum features works by Gonclaves, Bosch, Raphael and more.",Duration: 1-2 hours,"Rua das Janelas Verdes 1249 017, Lisbon 1249-017 Portugal",4.5,1297,788,361,125,17,60,10:00:00,18:00:00,,,0 days 01:00:00,0 days 02:00:00
36,https://www.tripadvisor.com/Attraction_Review-g189158-d4009718-Reviews-Miradouro_da_Graca_Sophia_de_Mello_Breyner_Andresen-Lisbon_Lisbon_District_Centra.html,Miradouro da Graca (Sophia de Mello Breyner Andresen),['Lookouts'],,,"Calcada da Graca Sao Vicente, Lisbon 1100-265 Portugal",4.5,2670,1637,899,123,8,80,00:00:00,23:59:00,,,,
37,https://www.tripadvisor.com/Attraction_Review-g189158-d245903-Reviews-Parque_Eduardo_VII-Lisbon_Lisbon_District_Central_Portugal.html,Parque Eduardo VII,"['Parks', 'Playgrounds']",,,"Av. Sidónio País, Lisbon 1070-051 Portugal",4.0,2002,820,899,242,38,30,,,,,,
38,https://www.tripadvisor.com/Attraction_Review-g189158-d195644-Reviews-Rossio_Square-Lisbon_Lisbon_District_Central_Portugal.html,Rossio Square,"['Points of Interest & Landmarks', 'Fountains']","Located in the heart of Lisbon, this vibrant and colorful city square is bursting with flower vendors, shoppers and people bustling to and from their jobs.",Duration: < 1 hour,"Praca Dom Pedro IV, Lisbon 1100-026 Portugal",4.0,2111,815,979,280,26,0,,,,,,0 days 01:00:00
39,https://www.tripadvisor.com/Attraction_Review-g189158-d243622-Reviews-Church_of_St_Anthony-Lisbon_Lisbon_District_Central_Portugal.html,Church of St. Anthony,['Churches & Cathedrals'],,Duration: < 1 hour,"Largo de Santo António da Sé, Lisbon 1100-401 Portugal",4.5,1691,855,622,185,18,0,10:00:00,17:30:00,12:30:00,14:00:00,,0 days 01:00:00
40,https://www.tripadvisor.com/Attraction_Review-g189164-d3214056-Reviews-Praia_da_ursa-Sintra_Sintra_Municipality_Lisbon_District_Central_Portugal.html,Praia da ursa,['Beaches'],,,,5.0,540,440,82,10,3,0,00:00:00,23:59:00,,,,
41,https://www.tripadvisor.com/Attraction_Review-g189159-d536168-Reviews-Palacio_Nacional_de_Mafra-Mafra_Lisbon_District_Central_Portugal.html,Palácio Nacional de Mafra,"['Historic Sites', 'Monuments & Statues']","The Royal Convent of Mafra, later named the National Palace of Mafra, is an imposing work from the reign of D. João V and the most important symbol of Baroque architecture in Portugal. Located in the heart of the village of Mafra - in the square named after the king who ordered it to be built, it is the only National Monument that includes a Royal Palace, a Basilica and a Convent. There are more than 40,000 m2 and 1200 divisions that include spaces and instruments unique in the world. This is the case of the Library, which holds all the knowledge of a collection with more than 36 thousand volumes; the bell set consisting of two chimes with a total of 98 bells; and of the six historic bodies that returned to echo through the Basilica in 2010. In addition to these unique characteristics, the Palácio-Convento de Mafra has accumulated several distinctions over the years. Classified as a National Monument in 1910, and is, since 2019, a UNESCO World Heritage Site.",Duration: 1-2 hours,"Terreiro D. João v, Mafra 2640-492 Portugal",4.5,1214,724,404,67,11,0,09:30:00,17:30:00,,,0 days 01:00:00,0 days 02:00:00
42,https://www.tripadvisor.com/Attraction_Review-g189158-d2211899-Reviews-Miradouro_de_Santa_Luzia-Lisbon_Lisbon_District_Central_Portugal.html,Miradouro de Santa Luzia,['Historic Walking Areas'],,,"Largo de Santa Luzia Alfama, Lisbon 1100-487 Portugal",4.5,1701,856,661,152,18,0,10:00:00,00:00:00,,,,
43,https://www.tripadvisor.com/Attraction_Review-g189158-d4053330-Reviews-Avenida_da_Liberdade-Lisbon_Lisbon_District_Central_Portugal.html,Avenida da Liberdade,['Historic Walking Areas'],,Duration: 1-2 hours,,4.5,2426,1071,1015,290,42,80,,,,,0 days 01:00:00,0 days 02:00:00
44,https://www.tripadvisor.com/Attraction_Review-g189158-d546613-Reviews-Lisbon_Tram_Funicular_Network-Lisbon_Lisbon_District_Central_Portugal.html,Lisbon Tram & Funicular Network,['Trams'],,Duration: < 1 hour,,4.5,2647,1361,886,268,73,0,,,,,,0 days 01:00:00
45,https://www.tripadvisor.com/Attraction_Review-g189158-d6206019-Reviews-The_Best_Portugal-Lisbon_Lisbon_District_Central_Portugal.html,The Best Portugal,['Wineries & Vineyards'],"Wine Stories & Tours That You'll Never Forget! The best way to find portuguese little hidden treasures. ''You can't buy Happiness, but you can book a Wine Tour. And that's kind of the same thing.'' We believe that providing the best tailor made experiences is about creating a momentum for good memories, the best memories! And thats why, based on our experience we have carefully crafted tour itineraries that you'll love to live.",,"Rua Professor Francisco Gentil 16, Lisbon 1600-236 Portugal",5.0,364,351,11,0,0,0,,,,,,
46,https://www.tripadvisor.com/Attraction_Review-g189158-d2229331-Reviews-Pavilhao_do_Conhecimento-Lisbon_Lisbon_District_Central_Portugal.html,Pavilhao do Conhecimento,['Science Museums'],,,"Largo Jose Mariano Gago Nº 1 Parque das Nacoes, Lisbon 1990-073 Portugal",4.5,942,599,268,53,17,0,10:00:00,18:00:00,,,,
47,https://www.tripadvisor.com/Attraction_Review-g189158-d8089215-Reviews-Rua_Augusta-Lisbon_Lisbon_District_Central_Portugal.html,Rua Augusta,"['Points of Interest & Landmarks', 'Historic Walking Areas']",,,,4.5,2591,1192,1027,308,42,0,,,,,,
48,https://www.tripadvisor.com/Attraction_Review-g189158-d195777-Reviews-Panteao_Nacional-Lisbon_Lisbon_District_Central_Portugal.html,Panteao Nacional,"['Historic Sites', 'Points of Interest & Landmarks', 'Architectural Buildings']",The construction of the church of Saint Engracia – currently the National Pantheon of Portugal - began towards the end of the 16th century and was only completed in the 20th century. This 400-year delay originated the proverb “Obras de Santa Engracia” meaning any work that never ends. A unique testimony to Portuguese Baroque art the National Pantheon stands on a hill overlooking the river Tagus being an icon of Lisbon’s cityscape. From its terrace you can have a majestic view of the city and its river. On the inside the Pantheon houses the remains of some of the most distinguished personalities of the country.,Duration: 1-2 hours,"Panteao Nacional Campo de Santa Clara, Lisbon 1100-471 Portugal",4.5,1217,587,486,123,10,0,10:00:00,17:00:00,,,0 days 01:00:00,0 days 02:00:00
49,https://www.tripadvisor.com/Attraction_Review-g189158-d245800-Reviews-Estufa_Fria-Lisbon_Lisbon_District_Central_Portugal.html,Estufa Fria,['Gardens'],,,"Parque Eduardo VII Incluir Contacto Telemóvel Ou Telefone, Lisbon 1070-099 Portugal",4.5,599,320,223,45,8,0,,,,,,
50,https://www.tripadvisor.com/Attraction_Review-g189158-d207170-Reviews-Vasco_da_Gama_Shopping_Center-Lisbon_Lisbon_District_Central_Portugal.html,Vasco da Gama Shopping Center,"['Lookouts', 'Shopping Malls']",,,,4.0,1705,582,781,296,29,0,09:00:00,00:00:00,,,,
