web-scraper-order,web-scraper-start-url,Link,Link-href,Name,Types,About,Schedule,Duration,Address,Rating,ReviewsNo,ExcellentRating,VeryGoodRating,AverageRating,PoorRating,TerribleRating
"1701377299-1","https://www.tripadvisor.com/Attractions-g3874225-Activities-oa4620-Lisbon_District_Central_Portugal.html","4650. Cascais Souvenirs and Mini Market","https://www.tripadvisor.com/Attraction_Review-g189154-d13139975-Reviews-Cascais_Souvenirs_and_Mini_Market-Cascais_Lisbon_District_Central_Portugal.html","Cascais Souvenirs and Mini Market","[]","","","","Alameda Duquesa Palmela 4, Cascais 2750-335 Portugal","","","","","","",""
"1701377307-2","https://www.tripadvisor.com/Attractions-g3874225-Activities-oa4620-Lisbon_District_Central_Portugal.html","4649. Atrium Bar","https://www.tripadvisor.com/Attraction_Review-g1598491-d13008235-Reviews-Atrium_Bar-Sacavem_Lisbon_District_Central_Portugal.html","Atrium Bar","[]","a dedicated team, a different space. apart from all our drinks we mainly serve good mood. karaoke on Thursdays and dj Fridays and Saturdays. our gins are undoubtedly the ex libris of the house.","12:00 AM - 4:00 AM","Duration: More than 3 hours","Travessa das Prioras 2B, Sacavem 2685-100 Portugal","","","","","","",""
"1701377314-3","https://www.tripadvisor.com/Attractions-g3874225-Activities-oa4620-Lisbon_District_Central_Portugal.html","4648. Acervo","https://www.tripadvisor.com/Attraction_Review-g189158-d12917906-Reviews-Acervo-Lisbon_Lisbon_District_Central_Portugal.html","Acervo","[]","Founded in March 2016 and based in the former historic gallery of São Bento in Lisbon, Acervo - Contemporary Art is an art gallery and agency dedicated to the identification and promotion of the best Portuguese emerging artists.","","Duration: < 1 hour","Rua do Machadinho 1, Lisbon 1350-003 Portugal","","","","","","",""
"1701377321-4","https://www.tripadvisor.com/Attractions-g3874225-Activities-oa4620-Lisbon_District_Central_Portugal.html","4647. Sailboat Aqui Há Peixe","https://www.tripadvisor.com/Attraction_Review-g189158-d12879044-Reviews-Sailboat_Aqui_Ha_Peixe-Lisbon_Lisbon_District_Central_Portugal.html","Sailboat Aqui Há Peixe","[]","","","","","","","","","","",""
"1701377328-5","https://www.tripadvisor.com/Attractions-g3874225-Activities-oa4620-Lisbon_District_Central_Portugal.html","4646. Taxi Boat Lisboa","https://www.tripadvisor.com/Attraction_Review-g189158-d12844344-Reviews-Taxi_Boat_Lisboa-Lisbon_Lisbon_District_Central_Portugal.html","Taxi Boat Lisboa","[]","Taxi rides and excursions around Lisbon and Tagus River on a classic wooden boat. A fully customized experience. Arrive anywhere along the coast of Lisbon in style!","12:00 AM - 11:59 PM","Duration: 1-2 hours","","","","","","","",""
"1701377335-6","https://www.tripadvisor.com/Attractions-g3874225-Activities-oa4620-Lisbon_District_Central_Portugal.html","4645. Portugalinfo","https://www.tripadvisor.com/Attraction_Review-g189158-d10716346-Reviews-Portugalinfo-Lisbon_Lisbon_District_Central_Portugal.html","Portugalinfo","[]","","","","","","","","","","",""
"1701377342-7","https://www.tripadvisor.com/Attractions-g3874225-Activities-oa4620-Lisbon_District_Central_Portugal.html","4644. iContact","https://www.tripadvisor.com/Attraction_Review-g189164-d10517022-Reviews-IContact-Sintra_Sintra_Municipality_Lisbon_District_Central_Portugal.html","iContact","[]","","","","Travessa de São Placido 4a-Cave Dta, Sintra 1200-858 Portugal","","","","","","",""
"1701377349-8","https://www.tripadvisor.com/Attractions-g3874225-Activities-oa4620-Lisbon_District_Central_Portugal.html","4643. Muitaventura","https://www.tripadvisor.com/Attraction_Review-g189164-d10749214-Reviews-Muitaventura-Sintra_Sintra_Municipality_Lisbon_District_Central_Portugal.html","Muitaventura","[]","","","","","","","","","","",""
"1701377357-9","https://www.tripadvisor.com/Attractions-g3874225-Activities-oa4620-Lisbon_District_Central_Portugal.html","4642. Escola de Natacao Delfins Azuis","https://www.tripadvisor.com/Attraction_Review-g7744165-d12874027-Reviews-Escola_de_Natacao_Delfins_Azuis-Sao_Domingos_de_Rana_Lisbon_District_Central_Po.html","Escola de Natacao Delfins Azuis","[]","","","","","","","","","","",""
"1701377364-10","https://www.tripadvisor.com/Attractions-g3874225-Activities-oa4620-Lisbon_District_Central_Portugal.html","4641. Academia Dos Sabores","https://www.tripadvisor.com/Attraction_Review-g189158-d6117011-Reviews-Academia_Dos_Sabores-Lisbon_Lisbon_District_Central_Portugal.html","Academia Dos Sabores","[]","","","","Largo Monterroio de Mascarenhas 1, Lisbon 1099-081 Portugal","","","","","","",""
"1701377371-11","https://www.tripadvisor.com/Attractions-g3874225-Activities-oa4620-Lisbon_District_Central_Portugal.html","4640. Lisbon Gay Tours","https://www.tripadvisor.com/Attraction_Review-g189164-d8742752-Reviews-Lisbon_Gay_Tours-Sintra_Sintra_Municipality_Lisbon_District_Central_Portugal.html","Lisbon Gay Tours","[]","","","","","","","","","","",""
"1701377378-12","https://www.tripadvisor.com/Attractions-g3874225-Activities-oa4620-Lisbon_District_Central_Portugal.html","4639. Openlistours","https://www.tripadvisor.com/Attraction_Review-g189158-d12549092-Reviews-Openlistours-Lisbon_Lisbon_District_Central_Portugal.html","Openlistours","[]","Openlistours is a tourist animation company with a young and dynamic essence. Our aim is to make Portugal known to our passengers in a unique and peaceful way. With our Tours, we guarantee unique experiences, discovering the endless Portuguese Heritage, from the Palaces and Castles, to the Gastronomy and the genuine hospitality, beauty, mystery and unique charm of Portugal.","","Duration: More than 3 hours","","","","","","","",""
"1701377385-13","https://www.tripadvisor.com/Attractions-g3874225-Activities-oa4620-Lisbon_District_Central_Portugal.html","4638. Chez Esteves","https://www.tripadvisor.com/Attraction_Review-g189158-d12084452-Reviews-Chez_Esteves-Lisbon_Lisbon_District_Central_Portugal.html","Chez Esteves","[]","More than eating like the locals, eating with a local at his place, with friends, like friends. Intimate and immersive supper club Learning to cook with them, going out with them in a gastronomic tour or trip? You got it! :) Registered with Portuguese Tourism Authority RNAAT 1637/2016","","Duration: 2-3 hours","","","","","","","",""
"1701377392-14","https://www.tripadvisor.com/Attractions-g3874225-Activities-oa4620-Lisbon_District_Central_Portugal.html","4637. DiamondTour","https://www.tripadvisor.com/Attraction_Review-g189158-d12239114-Reviews-DiamondTour-Lisbon_Lisbon_District_Central_Portugal.html","DiamondTour","[]","Upon your arrival to Portugal, whether on business or pleasure, DiamondTour offers you a transfer service from the airport to any hotel or destination in mainland Portugal and Spain. Featuring a diverse and modern fleet and experienced drivers fluent in several languages, we guarantee a service of comfort and high quality.","","","","","","","","","",""
"1701377400-15","https://www.tripadvisor.com/Attractions-g3874225-Activities-oa4620-Lisbon_District_Central_Portugal.html","4636. Garrafeira Internacional","https://www.tripadvisor.com/Attraction_Review-g189158-d12197317-Reviews-Garrafeira_Internacional-Lisbon_Lisbon_District_Central_Portugal.html","Garrafeira Internacional","[]","","10:00 AM - 8:00 PM","","Rua da Escola Politecnica 15, Lisbon 1250-099 Portugal","","","","","","",""
"1701377407-16","https://www.tripadvisor.com/Attractions-g3874225-Activities-oa4620-Lisbon_District_Central_Portugal.html","4635. Bruno Massagem Sueca","https://www.tripadvisor.com/Attraction_Review-g189158-d12258323-Reviews-Bruno_Massagem_Sueca-Lisbon_Lisbon_District_Central_Portugal.html","Bruno Massagem Sueca","[]","Relax massage, Hot stone massage, Thetapeutic Massage, tantric Massage,Mis massage, Quick Massagem,osteopaty Cosy space (lighting and proper temperature) Quiet and clean environment Private room Background music (New Age, Chill Out, Relax, Zen, Tibetan Bowl)","","Duration: 1-2 hours","Rua Martins Sarmento Penha de França, Lisbon 1170-226 Portugal","","","","","","",""
"1701377415-17","https://www.tripadvisor.com/Attractions-g3874225-Activities-oa4620-Lisbon_District_Central_Portugal.html","4634. Casa da Cerveja Artesanal","https://www.tripadvisor.com/Attraction_Review-g312716-d10235219-Reviews-Casa_da_Cerveja_Artesanal-Lourinha_Lisbon_District_Central_Portugal.html","Casa da Cerveja Artesanal","[]","","","Duration: < 1 hour","Rua Jose Maximo da Costa Edifício A Torre, Praia da Areia, Lourinha 2530-236 Portugal","","","","","","",""
"1701377422-18","https://www.tripadvisor.com/Attractions-g3874225-Activities-oa4620-Lisbon_District_Central_Portugal.html","4633. Green Captures Portugal","https://www.tripadvisor.com/Attraction_Review-g189158-d12087504-Reviews-Green_Captures_Portugal-Lisbon_Lisbon_District_Central_Portugal.html","Green Captures Portugal","[]","","","","","","","","","","",""
"1701377429-19","https://www.tripadvisor.com/Attractions-g3874225-Activities-oa4620-Lisbon_District_Central_Portugal.html","4632. What the hell?","https://www.tripadvisor.com/Attraction_Review-g189158-d3915723-Reviews-What_the_hell-Lisbon_Lisbon_District_Central_Portugal.html","What the hell?","[]","Our store conciliates a mix of offers in the same space, we are a hairdresser with vintage inspiration , yet aware of all the new trends and fashions, we sell accessories, souvenirs , crafts , such as restored furnitures, and retro goods we ve collelcted thru life.","","","Travessa do Pasteleiro n 31, Lisbon 1200-754 Portugal","","","","","","",""
"1701377436-20","https://www.tripadvisor.com/Attractions-g3874225-Activities-oa4620-Lisbon_District_Central_Portugal.html","4631. Mussulo","https://www.tripadvisor.com/Attraction_Review-g189158-d245861-Reviews-Mussulo-Lisbon_Lisbon_District_Central_Portugal.html","Mussulo","[]","","","","Rua Sousa Martins 5-D Saldanha, 1050, Lisbon 1050-217 Portugal","","","","","","",""
"1701377443-21","https://www.tripadvisor.com/Attractions-g3874225-Activities-oa4620-Lisbon_District_Central_Portugal.html","4630. Escola de Danca Setima Posic-o","https://www.tripadvisor.com/Attraction_Review-g189158-d245795-Reviews-Escola_de_Danca_Setima_Posic_o-Lisbon_Lisbon_District_Central_Portugal.html","Escola de Danca Setima Posic-o","[]","","","","","","","","","","",""
"1701377452-22","https://www.tripadvisor.com/Attractions-g3874225-Activities-oa4620-Lisbon_District_Central_Portugal.html","4629. Esboco","https://www.tripadvisor.com/Attraction_Review-g189158-d245793-Reviews-Esboco-Lisbon_Lisbon_District_Central_Portugal.html","Esboco","[]","","","","Rua do Vigario 10 Alfama, Lisbon 1100-615 Portugal","","","","","","",""
"1701377460-23","https://www.tripadvisor.com/Attractions-g3874225-Activities-oa4620-Lisbon_District_Central_Portugal.html","4628. Os Três Pastorinhos","https://www.tripadvisor.com/Attraction_Review-g189158-d195863-Reviews-Os_Tres_Pastorinhos-Lisbon_Lisbon_District_Central_Portugal.html","Os Três Pastorinhos","[]","Looking for an evening out to do some drinking, dancing and listening to some reggae and funk? Consider stopping by at this popular club.","","","Rua da Barroca 111-113, Lisbon 1200-049 Portugal","","","","","","",""
"1701377469-24","https://www.tripadvisor.com/Attractions-g3874225-Activities-oa4620-Lisbon_District_Central_Portugal.html","4627. Spera","https://www.tripadvisor.com/Attraction_Review-g189158-d195823-Reviews-Spera-Lisbon_Lisbon_District_Central_Portugal.html","","[]","","","","","","","","","","",""
"1701377476-25","https://www.tripadvisor.com/Attractions-g3874225-Activities-oa4620-Lisbon_District_Central_Portugal.html","4626. Hunting Views","https://www.tripadvisor.com/Attraction_Review-g189155-d14168490-Reviews-Hunting_Views-Colares_Sintra_Municipality_Lisbon_District_Central_Portugal.html","Hunting Views","[]","","9:00 AM - 6:00 PM","","","","","","","","",""
"1701377483-26","https://www.tripadvisor.com/Attractions-g3874225-Activities-oa4620-Lisbon_District_Central_Portugal.html","4625. VALSA","https://www.tripadvisor.com/Attraction_Review-g189158-d14214713-Reviews-VALSA-Lisbon_Lisbon_District_Central_Portugal.html","VALSA","[]","Cultural association with events, snack-bar, record and book shop","","Duration: 1-2 hours","Rua Penha de Franca 270, Lisbon 1170-311 Portugal","","","","","","",""
"1701377490-27","https://www.tripadvisor.com/Attractions-g3874225-Activities-oa4620-Lisbon_District_Central_Portugal.html","4624. Local Tours Lisbon","https://www.tripadvisor.com/Attraction_Review-g189158-d14862785-Reviews-Local_Tours_Lisbon-Lisbon_Lisbon_District_Central_Portugal.html","Local Tours Lisbon","[]","","","","","","","","","","",""
"1701377498-28","https://www.tripadvisor.com/Attractions-g3874225-Activities-oa4620-Lisbon_District_Central_Portugal.html","4623. Tecnica Livraria","https://www.tripadvisor.com/Attraction_Review-g189158-d14893183-Reviews-Tecnica_Livraria-Lisbon_Lisbon_District_Central_Portugal.html","Tecnica Livraria","[{""Types"":""Speciality & Gift Shops""}]","","","","Avenida Conde de Valbom 122, Lisbon 1050-070 Portugal","","","","","","",""
"1701377505-29","https://www.tripadvisor.com/Attractions-g3874225-Activities-oa4620-Lisbon_District_Central_Portugal.html","4622. Xlibris","https://www.tripadvisor.com/Attraction_Review-g1154791-d14157750-Reviews-Xlibris-Oeiras_Lisbon_District_Central_Portugal.html","Xlibris","[{""Types"":""Boat Rentals""}]","","","","Call","","","","","","",""
"1701377513-30","https://www.tripadvisor.com/Attractions-g3874225-Activities-oa4620-Lisbon_District_Central_Portugal.html","4621. Rutz","https://www.tripadvisor.com/Attraction_Review-g189158-d14803878-Reviews-Rutz-Lisbon_Lisbon_District_Central_Portugal.html","Rutz","[{""Types"":""Department Stores""}]","","","","Rua Rodrigues de Faria 103, Lisbon 1300-501 Portugal","","","","","","",""
"1701377528-31","https://www.tripadvisor.com/Attractions-g3874225-Activities-oa4590-Lisbon_District_Central_Portugal.html","4620. Delightful Tours","https://www.tripadvisor.com/Attraction_Review-g189158-d16697508-Reviews-Delightful_Tours-Lisbon_Lisbon_District_Central_Portugal.html","Delightful Tours","[{""Types"":""City Tours""},{""Types"":""Multi-day Tours""},{""Types"":""Sightseeing Tours""},{""Types"":""Wine Tours & Tastings""}]","","","","Call","","","","","","",""
"1701377535-32","https://www.tripadvisor.com/Attractions-g3874225-Activities-oa4590-Lisbon_District_Central_Portugal.html","4619. In Bloom","https://www.tripadvisor.com/Attraction_Review-g189158-d16932502-Reviews-In_Bloom-Lisbon_Lisbon_District_Central_Portugal.html","In Bloom","[{""Types"":""Bars & Clubs""}]","In Bloom Lisbon, your place to chill and try a tasty selection of beers, wine and cocktails. Every Friday and Saturday nights In Bloom presents Aquarium nights, a finest selection of Djs in town. Regularly In Bloom will open The Silent Loft, an Art gallery where you will swim into the creative process of young promising artists.","","","Rua Lucinda Simoes 5A, Lisbon 1900-305 Portugal","","","","","","",""
"1701377543-33","https://www.tripadvisor.com/Attractions-g3874225-Activities-oa4590-Lisbon_District_Central_Portugal.html","4618. Top Private Tours","https://www.tripadvisor.com/Attraction_Review-g189158-d23851436-Reviews-Top_Private_Tours-Lisbon_Lisbon_District_Central_Portugal.html","Top Private Tours","[{""Types"":""Multi-day Tours""},{""Types"":""Taxis & Shuttles""},{""Types"":""Private Tours""}]","","","","Call","","","","","","",""
"1701377550-34","https://www.tripadvisor.com/Attractions-g3874225-Activities-oa4590-Lisbon_District_Central_Portugal.html","4617. Duarte Nuno Pestana","https://www.tripadvisor.com/Attraction_Review-g189158-d23826576-Reviews-Duarte_Nuno_Pestana-Lisbon_Lisbon_District_Central_Portugal.html","Duarte Nuno Pestana","[{""Types"":""Taxis & Shuttles""}]","Hi, I'm Duarte, Portuguese, born in Lisbon, a city I can't separate myself from. I live to show my country, my city, to all those who want to know it ... not as tourists, but as travelers, who take home memories as deep as the desire to return.","","","","","","","","","",""
"1701377557-35","https://www.tripadvisor.com/Attractions-g3874225-Activities-oa4590-Lisbon_District_Central_Portugal.html","4616. Dinamiktours","https://www.tripadvisor.com/Attraction_Review-g189158-d17168749-Reviews-Dinamiktours-Lisbon_Lisbon_District_Central_Portugal.html","Dinamiktours","[{""Types"":""City Tours""},{""Types"":""Taxis & Shuttles""},{""Types"":""Night Tours""},{""Types"":""Private Tours""}]","","","","Call","","","","","","",""
"1701377565-36","https://www.tripadvisor.com/Attractions-g3874225-Activities-oa4590-Lisbon_District_Central_Portugal.html","4615. Walks In Europe","https://www.tripadvisor.com/Attraction_Review-g189158-d15760252-Reviews-Walks_In_Europe-Lisbon_Lisbon_District_Central_Portugal.html","Walks In Europe","[{""Types"":""City Tours""},{""Types"":""Walking Tours""},{""Types"":""Sightseeing Tours""}]","","","","Call","","","","","","",""
"1701377572-37","https://www.tripadvisor.com/Attractions-g3874225-Activities-oa4590-Lisbon_District_Central_Portugal.html","4614. Associacao Batoto Yetu","https://www.tripadvisor.com/Attraction_Review-g189158-d15588420-Reviews-Associacao_Batoto_Yetu-Lisbon_Lisbon_District_Central_Portugal.html","Associacao Batoto Yetu","[{""Types"":""Taxis & Shuttles""},{""Types"":""Walking Tours""}]","","9:00 AM - 6:00 PM","","Call","","","","","","",""
"1701377580-38","https://www.tripadvisor.com/Attractions-g3874225-Activities-oa4590-Lisbon_District_Central_Portugal.html","4613. Alegria Wellness & Spa","https://www.tripadvisor.com/Attraction_Review-g189158-d14950098-Reviews-Alegria_Wellness_Spa-Lisbon_Lisbon_District_Central_Portugal.html","Alegria Wellness & Spa","[{""Types"":""Spas""}]","Alegria Wellness & SPA offers a multiplicity of care tailored to each client,in a serene and comfortable environment: Vichy; Body and Face treatments; Laser waxing; Radiofrequency and Cavitation; Wax depilation; Manicure and Pedicure; Sauna and Turkish bath. All Alegria SPA sessions are ensured by a team of well trained multidisciplinary therapists who guarantee a high standard of quality.","","Duration: 1-2 hours","Praca Ginasio Clube Portugues nº 1, Lisbon 1250-111 Portugal","","","","","","",""
"1701377587-39","https://www.tripadvisor.com/Attractions-g3874225-Activities-oa4590-Lisbon_District_Central_Portugal.html","4612. eucerto","https://www.tripadvisor.com/Attraction_Review-g189158-d17068197-Reviews-Eucerto-Lisbon_Lisbon_District_Central_Portugal.html","eucerto","[{""Types"":""Self-Guided Tours & Rentals""}]","","","","Call","","","","","","",""
"1701377595-40","https://www.tripadvisor.com/Attractions-g3874225-Activities-oa4590-Lisbon_District_Central_Portugal.html","4611. TukPedro","https://www.tripadvisor.com/Attraction_Review-g189158-d15128191-Reviews-TukPedro-Lisbon_Lisbon_District_Central_Portugal.html","TukPedro","[{""Types"":""Taxis & Shuttles""}]","The best experience in Lisbon in TUKTUK. One or two hours you can see and visit the old Lisbon with a professional guide. Alfama, Mouraria, Graca, Bairro Alto, Chiado. Let´s fun with Mister Pedro TUKTUK","","Duration: 1-2 hours","Call","","","","","","",""
"1701377602-41","https://www.tripadvisor.com/Attractions-g3874225-Activities-oa4590-Lisbon_District_Central_Portugal.html","4610. Galeria Valbom","https://www.tripadvisor.com/Attraction_Review-g189158-d14772940-Reviews-Galeria_Valbom-Lisbon_Lisbon_District_Central_Portugal.html","Galeria Valbom","[{""Types"":""Art Galleries""}]","Inaugurada em 2000, a Galeria Valbom dispõe de um acervo de pintura, cerâmica e escultura de artistas consagrados e emergentes. Dispõe de um espaço para exposições temporárias, um piso destinado à exposição permanente de parte do seu acervo e ainda uma pequena sala para obra gráfica e fotografia.","","Duration: < 1 hour","Avenida Conde de Valbom 89-A, Lisbon 1050-067 Portugal","","","","","","",""
"1701377610-42","https://www.tripadvisor.com/Attractions-g3874225-Activities-oa4590-Lisbon_District_Central_Portugal.html","4609. o.Livia - Centro de Estetica","https://www.tripadvisor.com/Attraction_Review-g2626611-d15752217-Reviews-O_Livia_Centro_de_Estetica-Alges_Lisbon_District_Central_Portugal.html","o.Livia - Centro de Estetica","[{""Types"":""Spas""}]","o.Livia - Centro de Estetica started its activity in the summer of 2015. Our salon opened its doors in a small town named Cruz-Quebrada, not far from Alges. At first, we focused on manicure and pedicure services with Nail Art. We offered a friendly service, in which we invest all our soul. In 2018, the beauty salon where we were was too small for our clients. Sometimes, was a little bit complicated to face the big number of reservations. So, we decided to move into a much larger space, which is currently on Rua Quinta de Santa Marta 8A, Alges. We've done everything we can to create a beauty salon with a relaxing and pleasant ambience. Also, we added new services, like waxing, eyelashes, massage and body treatments.","10:00 AM - 7:00 PM","Duration: 1-2 hours","Rua Quinta de Santa Marta 8A, Alges 1495-171 Portugal","","","","","","",""
"1701377617-43","https://www.tripadvisor.com/Attractions-g3874225-Activities-oa4590-Lisbon_District_Central_Portugal.html","4608. Habanero","https://www.tripadvisor.com/Attraction_Review-g189158-d15574960-Reviews-Habanero-Lisbon_Lisbon_District_Central_Portugal.html","Habanero","[{""Types"":""Speciality & Gift Shops""}]","","","Duration: 1-2 hours","Rua Nova dos Mercadores 12A, Lisbon 1990-175 Portugal","","","","","","",""
"1701377625-44","https://www.tripadvisor.com/Attractions-g3874225-Activities-oa4590-Lisbon_District_Central_Portugal.html","4607. Lusoliving - Tours&Experiences","https://www.tripadvisor.com/Attraction_Review-g189158-d15360864-Reviews-Lusoliving_Tours_Experiences-Lisbon_Lisbon_District_Central_Portugal.html","Lusoliving - Tours&Experiences","[{""Types"":""City Tours""},{""Types"":""Cultural Tours""},{""Types"":""Private Tours""},{""Types"":""Food Tours""},{""Types"":""Day Trips""}]","","","","Call","","","","","","",""
"1701377632-45","https://www.tripadvisor.com/Attractions-g3874225-Activities-oa4590-Lisbon_District_Central_Portugal.html","4606. Feijao Verde Fun Park","https://www.tripadvisor.com/Attraction_Review-g1598494-d15047743-Reviews-Feijao_Verde_Fun_Park-Alverca_do_Ribatejo_Lisbon_District_Central_Portugal.html","Feijao Verde Fun Park","[{""Types"":""Playgrounds""},{""Types"":""Game & Entertainment Centers""}]","","2:00 PM - 7:00 PM","Duration: 1-2 hours","Visit website","","","","","","",""
"1701377639-46","https://www.tripadvisor.com/Attractions-g3874225-Activities-oa4590-Lisbon_District_Central_Portugal.html","4605. Epah Tours","https://www.tripadvisor.com/Attraction_Review-g189158-d15245169-Reviews-Epah_Tours-Lisbon_Lisbon_District_Central_Portugal.html","Epah Tours","[{""Types"":""Historical & Heritage Tours""},{""Types"":""Taxis & Shuttles""},{""Types"":""Private Tours""},{""Types"":""Wine Tours & Tastings""},{""Types"":""Day Trips""}]","","","","Call","","","","","","",""
"1701377647-47","https://www.tripadvisor.com/Attractions-g3874225-Activities-oa4590-Lisbon_District_Central_Portugal.html","4604. Express Shuttle","https://www.tripadvisor.com/Attraction_Review-g189158-d15087251-Reviews-Express_Shuttle-Lisbon_Lisbon_District_Central_Portugal.html","Express Shuttle","[{""Types"":""Taxis & Shuttles""}]","We organize tours, transfers and other transportation services in Lisbon and elsewhere in Portugal. Especially for you, we seek and plan unforgettable tours or just the transfer you need for a business trip, always with the best professional drivers. Book with us, book the best choice.","","Duration: More than 3 hours","","","","","","","",""
"1701377654-48","https://www.tripadvisor.com/Attractions-g3874225-Activities-oa4590-Lisbon_District_Central_Portugal.html","4603. MR&MS","https://www.tripadvisor.com/Attraction_Review-g189158-d15195033-Reviews-MR_MS-Lisbon_Lisbon_District_Central_Portugal.html","MR&MS","[{""Types"":""Spas""}]","Mr&Ms salon is located in city center, near Liberty Avenue, easily accessible and near public transports. We offer a wide range of services from hairstyle and coloring, facial and body treatments, massages, was and laser epilation, eyelashes extesion to pedicure and manicure. Please contact us for detailed information.","","","Rua do Telhal Santo Antonio Nº 31 e 35, Lisbon 1150-345 Portugal","","","","","","",""
"1701377662-49","https://www.tripadvisor.com/Attractions-g3874225-Activities-oa4590-Lisbon_District_Central_Portugal.html","4602. Carepa — Tours In Portugal","https://www.tripadvisor.com/Attraction_Review-g189158-d15245561-Reviews-Carepa_Tours_In_Portugal-Lisbon_Lisbon_District_Central_Portugal.html","Carepa — Tours In Portugal","[{""Types"":""Multi-day Tours""},{""Types"":""Taxis & Shuttles""},{""Types"":""Private Tours""},{""Types"":""Day Trips""}]","","7:30 AM - 12:00 PM","","Call","","","","","","",""
"1701377670-50","https://www.tripadvisor.com/Attractions-g3874225-Activities-oa4590-Lisbon_District_Central_Portugal.html","4601. MCL Tours & Transfers","https://www.tripadvisor.com/Attraction_Review-g189158-d15262893-Reviews-MCL_Tours_Transfers-Lisbon_Lisbon_District_Central_Portugal.html","MCL Tours & Transfers","[{""Types"":""City Tours""},{""Types"":""Multi-day Tours""},{""Types"":""Cultural Tours""},{""Types"":""Taxis & Shuttles""},{""Types"":""Private Tours""},{""Types"":""Day Trips""}]","","","","Call","","","","","","",""
"1701377677-51","https://www.tripadvisor.com/Attractions-g3874225-Activities-oa4590-Lisbon_District_Central_Portugal.html","4600. WavingPortugal","https://www.tripadvisor.com/Attraction_Review-g189154-d15335988-Reviews-WavingPortugal-Cascais_Lisbon_District_Central_Portugal.html","WavingPortugal","[{""Types"":""Private Tours""}]","","","","Call","","","","","","",""
"1701377685-52","https://www.tripadvisor.com/Attractions-g3874225-Activities-oa4590-Lisbon_District_Central_Portugal.html","4599. Atelier Teresa Lacerda","https://www.tripadvisor.com/Attraction_Review-g189158-d15183748-Reviews-Atelier_Teresa_Lacerda-Lisbon_Lisbon_District_Central_Portugal.html","Atelier Teresa Lacerda","[{""Types"":""Antique Shops""}]","","","","Visit website","","","","","","",""
"1701377693-53","https://www.tripadvisor.com/Attractions-g3874225-Activities-oa4590-Lisbon_District_Central_Portugal.html","4598. Poleart Dance Studios","https://www.tripadvisor.com/Attraction_Review-g652084-d10353075-Reviews-Poleart_Dance_Studios-Ericeira_Mafra_Lisbon_District_Central_Portugal.html","Poleart Dance Studios","[{""Types"":""Lessons & Workshops""}]","Poleart Dance Studios is a pole fitness and yoga studio specialized in drop in classes for particular and group lessons! Join in for a fun workout!","","Duration: 1-2 hours","Rua 1º de Maio 1, Ericeira, Mafra 2655-400 Portugal","","","","","","",""
"1701377700-54","https://www.tripadvisor.com/Attractions-g3874225-Activities-oa4590-Lisbon_District_Central_Portugal.html","4597. Street Lobby","https://www.tripadvisor.com/Attraction_Review-g189158-d10352422-Reviews-Street_Lobby-Lisbon_Lisbon_District_Central_Portugal.html","Street Lobby","[{""Types"":""Convention Centers""}]","","","Duration: More than 3 hours","Rua Sao Sebastiao da Pedreira 121 Perto da estação de metro São Sebastião, Lisbon 1050-207 Portugal","","","","","","",""
"1701377707-55","https://www.tripadvisor.com/Attractions-g3874225-Activities-oa4590-Lisbon_District_Central_Portugal.html","4596. Galeria Reverso","https://www.tripadvisor.com/Attraction_Review-g189158-d4755772-Reviews-Galeria_Reverso-Lisbon_Lisbon_District_Central_Portugal.html","Galeria Reverso","[{""Types"":""Points of Interest & Landmarks""}]","","","","Rua da Esperanca 59 61, Lisbon 1200-655 Portugal","","","","","","",""
"1701377715-56","https://www.tripadvisor.com/Attractions-g3874225-Activities-oa4590-Lisbon_District_Central_Portugal.html","4595. PhotograPhylia","https://www.tripadvisor.com/Attraction_Review-g1154791-d8604512-Reviews-PhotograPhylia-Oeiras_Lisbon_District_Central_Portugal.html","PhotograPhylia","[{""Types"":""Photography Tours""}]","","","","Call","","","","","","",""
"1701377722-57","https://www.tripadvisor.com/Attractions-g3874225-Activities-oa4590-Lisbon_District_Central_Portugal.html","4594. Discoteca MauMaria","https://www.tripadvisor.com/Attraction_Review-g656858-d8477690-Reviews-Discoteca_MauMaria-Torres_Vedras_Lisbon_District_Central_Portugal.html","Discoteca MauMaria","[{""Types"":""Bars & Clubs""},{""Types"":""Dance Clubs & Discos""}]","As the night not for the want to offer to all customers several options for them to have a night dedicated to Latin music and dances , where every week you can learn from expert teachers that little step dance that always wanted to learn, a staff ready for receive and help make your stay memorable night , still disposes of free public parking. Everything for the night is always a great party !!!","","Duration: 2-3 hours","Rua Quinta do Paul, Torres Vedras 2560-232 Portugal","","","","","","",""
"1701377730-58","https://www.tripadvisor.com/Attractions-g3874225-Activities-oa4590-Lisbon_District_Central_Portugal.html","4593. Yolo Bar","https://www.tripadvisor.com/Attraction_Review-g4995953-d8533344-Reviews-Yolo_Bar-Seixal_Lisbon_District_Central_Portugal.html","Yolo Bar","[{""Types"":""Bars & Clubs""},{""Types"":""Dance Clubs & Discos""}]","","","Duration: 1-2 hours","Rua Foros Amora 60, Seixal 2845-389 Portugal","","","","","","",""
