web-scraper-order,web-scraper-start-url,Link,Link-href,Name,Types,About,Schedule,Duration,Address,Rating,ReviewsNo,ExcellentRating,VeryGoodRating,AverageRating,PoorRating,TerribleRating
"1701403820-3451","https://www.tripadvisor.com/Attractions-g3874225-Activities-oa990-Lisbon_District_Central_Portugal.html","1001. Galeria Opus 14","https://www.tripadvisor.com/Attraction_Review-g189158-d7066631-Reviews-Galeria_Opus_14-Lisbon_Lisbon_District_Central_Portugal.html","Galeria Opus 14","[{""Types"":""Points of Interest & Landmarks""}]","Art Gallery with mainly works on paper (etching, drawing, watercolours, ilustration, etc.) It has also some author and single pieces such as tiles, ceramique and hand drawn t' shirts.","","","Rua das Gaveas 14, Lisbon 1200-208 Portugal","5.0","2 reviews","2","0","0","0","0"
"1701403828-3452","https://www.tripadvisor.com/Attractions-g3874225-Activities-oa990-Lisbon_District_Central_Portugal.html","1000. Camara dos Azuis - Art & Antiques","https://www.tripadvisor.com/Attraction_Review-g189158-d1550519-Reviews-Camara_dos_Azuis_Art_Antiques-Lisbon_Lisbon_District_Central_Portugal.html","Camara dos Azuis - Art & Antiques","[{""Types"":""Art Galleries""},{""Types"":""Antique Shops""}]","","10:30 AM - 7:30 PM","","","4.0","1 review","0","1","0","0","0"
"1701403835-3453","https://www.tripadvisor.com/Attractions-g3874225-Activities-oa990-Lisbon_District_Central_Portugal.html","999. Orquestra Metropolitana de Lisboa","https://www.tripadvisor.com/Attraction_Review-g189158-d245901-Reviews-Orquestra_Metropolitana_de_Lisboa-Lisbon_Lisbon_District_Central_Portugal.html","Orquestra Metropolitana de Lisboa","[{""Types"":""Symphonies""}]","","","","","5.0","1 review","1","0","0","0","0"
"1701403842-3454","https://www.tripadvisor.com/Attractions-g3874225-Activities-oa990-Lisbon_District_Central_Portugal.html","998. Galeria Bessa Artes","https://www.tripadvisor.com/Attraction_Review-g189158-d10598259-Reviews-Galeria_Bessa_Artes-Lisbon_Lisbon_District_Central_Portugal.html","Galeria Bessa Artes","[{""Types"":""Art Galleries""}]","","","Duration: < 1 hour","Rua das Janelas Verdes N 76, Lisbon 1249-017 Portugal","5.0","1 review","1","0","0","0","0"
"1701403849-3455","https://www.tripadvisor.com/Attractions-g3874225-Activities-oa990-Lisbon_District_Central_Portugal.html","997. Autostrada","https://www.tripadvisor.com/Attraction_Review-g189158-d12697360-Reviews-Autostrada-Lisbon_Lisbon_District_Central_Portugal.html","Autostrada","[]","","","","","2.0","1 review","0","0","0","1","0"
"1701403856-3456","https://www.tripadvisor.com/Attractions-g3874225-Activities-oa990-Lisbon_District_Central_Portugal.html","996. SOU Movimento e Arte","https://www.tripadvisor.com/Attraction_Review-g189158-d2698315-Reviews-SOU_Movimento_e_Arte-Lisbon_Lisbon_District_Central_Portugal.html","SOU Movimento e Arte","[{""Types"":""Theaters""},{""Types"":""Art Museums""}]","","","","Rua Maria 73, Lisbon 1170-210 Portugal","4.5","2 reviews","1","1","0","0","0"
"1701403863-3457","https://www.tripadvisor.com/Attractions-g3874225-Activities-oa990-Lisbon_District_Central_Portugal.html","995. Galeria Sesimbra","https://www.tripadvisor.com/Attraction_Review-g189158-d606595-Reviews-Galeria_Sesimbra-Lisbon_Lisbon_District_Central_Portugal.html","Galeria Sesimbra","[{""Types"":""Art Galleries""}]","","","","Rua Castilho 77, Lisbon 1070-050 Portugal","4.0","1 review","0","1","0","0","0"
"1701403870-3458","https://www.tripadvisor.com/Attractions-g3874225-Activities-oa990-Lisbon_District_Central_Portugal.html","994. Joao de Deus Museum","https://www.tripadvisor.com/Attraction_Review-g189158-d4917168-Reviews-Joao_de_Deus_Museum-Lisbon_Lisbon_District_Central_Portugal.html","Joao de Deus Museum","[{""Types"":""Speciality Museums""}]","","","Duration: < 1 hour","Avenida Alvares Cabral 69, Lisbon 1250-017 Portugal","4.0","1 review","0","1","0","0","0"
"1701403877-3459","https://www.tripadvisor.com/Attractions-g3874225-Activities-oa990-Lisbon_District_Central_Portugal.html","993. Galeria 36","https://www.tripadvisor.com/Attraction_Review-g189158-d12060320-Reviews-Galeria_36-Lisbon_Lisbon_District_Central_Portugal.html","Galeria 36","[{""Types"":""Art Galleries""}]","","","","Rua Sao Filipe Neri 36 Largo do Rato, Lisbon 1250-227 Portugal","5.0","3 reviews","3","0","0","0","0"
"1701403884-3460","https://www.tripadvisor.com/Attractions-g3874225-Activities-oa990-Lisbon_District_Central_Portugal.html","992. Ceramica Bairro Alto","https://www.tripadvisor.com/Attraction_Review-g189158-d12941365-Reviews-Ceramica_Bairro_Alto-Lisbon_Lisbon_District_Central_Portugal.html","Ceramica Bairro Alto","[{""Types"":""Art Galleries""}]","Ceramica Bairro Alto is a multipurpose space, where techniques of execution and finishing of the pieces are demonstrated while valuing the artistic activity. Try to get to know the side of the lesser-known ceramics, unique pieces, fully handmade, without mold or wheel, produced according to quality and original criteria, from design to finishing.","","Duration: < 1 hour","Rua do Diario de Noticias nº 24, Lisbon 1200-144 Portugal","5.0","1 review","1","0","0","0","0"
"1701403892-3461","https://www.tripadvisor.com/Attractions-g3874225-Activities-oa990-Lisbon_District_Central_Portugal.html","991. Wild Beach Experiences","https://www.tripadvisor.com/Attraction_Review-g189158-d12695503-Reviews-Wild_Beach_Experiences-Lisbon_Lisbon_District_Central_Portugal.html","Wild Beach Experiences","[{""Types"":""Beaches""},{""Types"":""Forests""}]","Currently you have a huge amount of available tourist focused companies that can offer great experiences within the city and on the historic places and landmarks around the city. I propose a different experience: what about if you could just stop all the city center buzz for a day and enjoy the silence and smells of a real Atlantic Wild Beach, just 30-45 min from the city center?","","Duration: 2-3 hours","","4.0","1 review","0","1","0","0","0"
"1701403907-3462","https://www.tripadvisor.com/Attractions-g3874225-Activities-oa960-Lisbon_District_Central_Portugal.html","990. Gravuras Antigas","https://www.tripadvisor.com/Attraction_Review-g189158-d7942257-Reviews-Gravuras_Antigas-Lisbon_Lisbon_District_Central_Portugal.html","Gravuras Antigas","[{""Types"":""Antique Shops""}]","","","","Rua da Palmeira 43 A Principe Real, Lisbon 1200-312 Portugal","5.0","1 review","1","0","0","0","0"
"1701403914-3463","https://www.tripadvisor.com/Attractions-g3874225-Activities-oa960-Lisbon_District_Central_Portugal.html","989. Busto de Bordalo Pinheiro","https://www.tripadvisor.com/Attraction_Review-g189158-d17581690-Reviews-Busto_de_Bordalo_Pinheiro-Lisbon_Lisbon_District_Central_Portugal.html","Busto de Bordalo Pinheiro","[{""Types"":""Monuments & Statues""}]","","","","Jardim do Campo Grande Campo Grande, Lisbon 1700-162 Portugal","4.0","1 review","0","1","0","0","0"
"1701403921-3464","https://www.tripadvisor.com/Attractions-g3874225-Activities-oa960-Lisbon_District_Central_Portugal.html","988. Biblioteca Camoes","https://www.tripadvisor.com/Attraction_Review-g189158-d19565344-Reviews-Biblioteca_Camoes-Lisbon_Lisbon_District_Central_Portugal.html","Biblioteca Camoes","[{""Types"":""Libraries""}]","","","","Largo do Calhariz 17, Lisbon 1200-086 Portugal","4.0","1 review","0","1","0","0","0"
"1701403928-3465","https://www.tripadvisor.com/Attractions-g3874225-Activities-oa960-Lisbon_District_Central_Portugal.html","987. Galeria 111","https://www.tripadvisor.com/Attraction_Review-g189158-d606592-Reviews-Galeria_111-Lisbon_Lisbon_District_Central_Portugal.html","Galeria 111","[{""Types"":""Art Galleries""}]","","10:00 AM - 7:00 PM","","Campo Grande 113, Lisbon 1700-089 Portugal","5.0","1 review","1","0","0","0","0"
"1701403935-3466","https://www.tripadvisor.com/Attractions-g3874225-Activities-oa960-Lisbon_District_Central_Portugal.html","986. Busto Adolfo Simoes Muller","https://www.tripadvisor.com/Attraction_Review-g189158-d15740218-Reviews-Busto_Adolfo_Simoes_Muller-Lisbon_Lisbon_District_Central_Portugal.html","Busto Adolfo Simoes Muller","[{""Types"":""Monuments & Statues""}]","","","","","4.0","1 review","0","1","0","0","0"
"1701403942-3467","https://www.tripadvisor.com/Attractions-g3874225-Activities-oa960-Lisbon_District_Central_Portugal.html","985. Homem Muralha","https://www.tripadvisor.com/Attraction_Review-g189158-d19621954-Reviews-Homem_Muralha-Lisbon_Lisbon_District_Central_Portugal.html","Homem Muralha","[{""Types"":""Monuments & Statues""}]","","","","Praca do Tejo, Lisbon 1990-281 Portugal","5.0","1 review","1","0","0","0","0"
"1701403949-3468","https://www.tripadvisor.com/Attractions-g3874225-Activities-oa960-Lisbon_District_Central_Portugal.html","984. Nacional Padel","https://www.tripadvisor.com/Attraction_Review-g189158-d13144029-Reviews-Nacional_Padel-Lisbon_Lisbon_District_Central_Portugal.html","Nacional Padel","[{""Types"":""Sports Camps & Clinics""},{""Types"":""Sports Complexes""}]","","","Duration: 1-2 hours","Rua de Sao Bento 209, Lisbon 1250-219 Portugal","5.0","2 reviews","2","0","0","0","0"
"1701403957-3469","https://www.tripadvisor.com/Attractions-g3874225-Activities-oa960-Lisbon_District_Central_Portugal.html","983. Cruzeiro da Igreja Paroquial do Campo Grande","https://www.tripadvisor.com/Attraction_Review-g189158-d19432168-Reviews-Cruzeiro_da_Igreja_Paroquial_do_Campo_Grande-Lisbon_Lisbon_District_Central_Port.html","Cruzeiro da Igreja Paroquial do Campo Grande","[{""Types"":""Monuments & Statues""}]","","","","Igreja do Campo Grande Campo Grande, Lisbon 1700-094 Portugal","5.0","1 review","1","0","0","0","0"
"1701403964-3470","https://www.tripadvisor.com/Attractions-g3874225-Activities-oa960-Lisbon_District_Central_Portugal.html","982. Busto de Eduardo VII","https://www.tripadvisor.com/Attraction_Review-g189158-d19398806-Reviews-Busto_de_Eduardo_VII-Lisbon_Lisbon_District_Central_Portugal.html","Busto de Eduardo VII","[{""Types"":""Monuments & Statues""}]","","","","Parque Eduardo VII, Lisbon 1070-099 Portugal","5.0","1 review","1","0","0","0","0"
"1701403971-3471","https://www.tripadvisor.com/Attractions-g3874225-Activities-oa960-Lisbon_District_Central_Portugal.html","981. Busto del General D. Jose de San Martin","https://www.tripadvisor.com/Attraction_Review-g189158-d19387647-Reviews-Busto_del_General_D_Jose_de_San_Martin-Lisbon_Lisbon_District_Central_Portugal.html","Busto del General D. Jose de San Martin","[{""Types"":""Monuments & Statues""}]","","","","Rotunda Republica Argentina, Lisbon 1990-221 Portugal","5.0","1 review","1","0","0","0","0"
"1701403978-3472","https://www.tripadvisor.com/Attractions-g3874225-Activities-oa960-Lisbon_District_Central_Portugal.html","980. Busto do General Gomes Freire de Andrade","https://www.tripadvisor.com/Attraction_Review-g189158-d17609927-Reviews-Busto_do_General_Gomes_Freire_de_Andrade-Lisbon_Lisbon_District_Central_Portugal.html","Busto do General Gomes Freire de Andrade","[{""Types"":""Monuments & Statues""}]","","","","Rua de Dona Estefania 104, Lisbon 1000-158 Portugal","3.5","3 reviews","0","1","2","0","0"
"1701403985-3473","https://www.tripadvisor.com/Attractions-g3874225-Activities-oa960-Lisbon_District_Central_Portugal.html","979. Companhia Nacional de Bailado","https://www.tripadvisor.com/Attraction_Review-g189158-d245787-Reviews-Companhia_Nacional_de_Bailado-Lisbon_Lisbon_District_Central_Portugal.html","Companhia Nacional de Bailado","[{""Types"":""Ballets""}]","","","","","4.5","4 reviews","2","1","1","0","0"
"1701403992-3474","https://www.tripadvisor.com/Attractions-g3874225-Activities-oa960-Lisbon_District_Central_Portugal.html","978. Busto a Joao dos Santos","https://www.tripadvisor.com/Attraction_Review-g189158-d19738378-Reviews-Busto_a_Joao_dos_Santos-Lisbon_Lisbon_District_Central_Portugal.html","Busto a Joao dos Santos","[{""Types"":""Points of Interest & Landmarks""},{""Types"":""Monuments & Statues""}]","","","","","5.0","1 review","1","0","0","0","0"
"1701403999-3475","https://www.tripadvisor.com/Attractions-g3874225-Activities-oa960-Lisbon_District_Central_Portugal.html","977. Estatua de Garcia de Horta","https://www.tripadvisor.com/Attraction_Review-g189158-d19630045-Reviews-Estatua_de_Garcia_de_Horta-Lisbon_Lisbon_District_Central_Portugal.html","Estatua de Garcia de Horta","[{""Types"":""Monuments & Statues""}]","","","","Rua da Junqueira Alcantara, Lisbon 1300-598 Portugal","5.0","1 review","1","0","0","0","0"
"1701404006-3476","https://www.tripadvisor.com/Attractions-g3874225-Activities-oa960-Lisbon_District_Central_Portugal.html","976. Figura Feminina","https://www.tripadvisor.com/Attraction_Review-g189158-d19398810-Reviews-Figura_Feminina-Lisbon_Lisbon_District_Central_Portugal.html","Figura Feminina","[{""Types"":""Monuments & Statues""}]","","","","Parque Eduardo VII, Lisbon 1070-099 Portugal","5.0","1 review","1","0","0","0","0"
"1701404014-3477","https://www.tripadvisor.com/Attractions-g3874225-Activities-oa960-Lisbon_District_Central_Portugal.html","975. Escultura - Paul Harris","https://www.tripadvisor.com/Attraction_Review-g189158-d19370541-Reviews-Escultura_Paul_Harris-Lisbon_Lisbon_District_Central_Portugal.html","Escultura - Paul Harris","[{""Types"":""Monuments & Statues""}]","","","","Rua de Sao Joao de Brito Back garden Sao Joao de Brito Church, Lisbon 1700-325 Portugal","4.5","2 reviews","1","1","0","0","0"
"1701404021-3478","https://www.tripadvisor.com/Attractions-g3874225-Activities-oa960-Lisbon_District_Central_Portugal.html","974. Escultura Comemorativa do 50ºAniversario do Estadio Universitario","https://www.tripadvisor.com/Attraction_Review-g189158-d19370540-Reviews-Escultura_Comemorativa_do_500Aniversario_do_Estadio_Universitario-Lisbon_Lisbon_.html","Escultura Comemorativa do 50ºAniversario do Estadio Universitario","[{""Types"":""Monuments & Statues""}]","","","","Avenida Professor Egas Moniz, Lisbon 1600-190 Portugal","5.0","1 review","1","0","0","0","0"
"1701404028-3479","https://www.tripadvisor.com/Attractions-g3874225-Activities-oa960-Lisbon_District_Central_Portugal.html","973. Chafariz da Luz","https://www.tripadvisor.com/Attraction_Review-g189158-d15321481-Reviews-Chafariz_da_Luz-Lisbon_Lisbon_District_Central_Portugal.html","Chafariz da Luz","[{""Types"":""Fountains""}]","","","Duration: < 1 hour","R. da Fonte, Lisbon 1600-458 Portugal","5.0","1 review","1","0","0","0","0"
"1701404035-3480","https://www.tripadvisor.com/Attractions-g3874225-Activities-oa960-Lisbon_District_Central_Portugal.html","972. Miiso Galeria d'Artes","https://www.tripadvisor.com/Attraction_Review-g189158-d12006742-Reviews-Miiso_Galeria_d_Artes-Lisbon_Lisbon_District_Central_Portugal.html","Miiso Galeria d'Artes","[{""Types"":""Art Galleries""}]","","2:00 PM - 6:00 PM","Duration: < 1 hour","Rua de Sao Bento 309, Lisbon 1250-220 Portugal","4.0","2 reviews","1","0","1","0","0"
"1701404042-3481","https://www.tripadvisor.com/Attractions-g3874225-Activities-oa960-Lisbon_District_Central_Portugal.html","971. Predio do seculo XVII","https://www.tripadvisor.com/Attraction_Review-g189158-d19746434-Reviews-Predio_do_seculo_XVII-Lisbon_Lisbon_District_Central_Portugal.html","Predio do seculo XVII","[{""Types"":""Points of Interest & Landmarks""}]","","","","Rua do Benformoso 101 103, Lisbon 1100-083 Portugal","5.0","1 review","1","0","0","0","0"
"1701404049-3482","https://www.tripadvisor.com/Attractions-g3874225-Activities-oa960-Lisbon_District_Central_Portugal.html","970. Edificio no Beco da Achada","https://www.tripadvisor.com/Attraction_Review-g189158-d19746463-Reviews-Edificio_no_Beco_da_Achada-Lisbon_Lisbon_District_Central_Portugal.html","Edificio no Beco da Achada","[{""Types"":""Points of Interest & Landmarks""}]","","","","","5.0","1 review","1","0","0","0","0"
"1701404056-3483","https://www.tripadvisor.com/Attractions-g3874225-Activities-oa960-Lisbon_District_Central_Portugal.html","969. A Varina","https://www.tripadvisor.com/Attraction_Review-g189158-d19432155-Reviews-A_Varina-Lisbon_Lisbon_District_Central_Portugal.html","A Varina","[{""Types"":""Monuments & Statues""}]","","","","Rua dos Lojistas, Lisbon 1800-281 Portugal","5.0","1 review","1","0","0","0","0"
"1701404063-3484","https://www.tripadvisor.com/Attractions-g3874225-Activities-oa960-Lisbon_District_Central_Portugal.html","968. Capela do Asilo dos Velhos","https://www.tripadvisor.com/Attraction_Review-g189158-d19410228-Reviews-Capela_do_Asilo_dos_Velhos-Lisbon_Lisbon_District_Central_Portugal.html","Capela do Asilo dos Velhos","[{""Types"":""Churches & Cathedrals""}]","","","","Rua Direita de Marvila 9 R/C, Lisbon 1950-071 Portugal","5.0","1 review","1","0","0","0","0"
"1701404071-3485","https://www.tripadvisor.com/Attractions-g3874225-Activities-oa960-Lisbon_District_Central_Portugal.html","967. Onda Luso-Americana","https://www.tripadvisor.com/Attraction_Review-g189158-d17561611-Reviews-Onda_Luso_Americana-Lisbon_Lisbon_District_Central_Portugal.html","Onda Luso-Americana","[{""Types"":""Points of Interest & Landmarks""}]","","","","Passeio Neptuno, Lisbon 1990-165 Portugal","4.0","2 reviews","0","2","0","0","0"
"1701404078-3486","https://www.tripadvisor.com/Attractions-g3874225-Activities-oa960-Lisbon_District_Central_Portugal.html","966. Busto de Inca Garcilaso de la Vega","https://www.tripadvisor.com/Attraction_Review-g189158-d19327248-Reviews-Busto_de_Inca_Garcilaso_de_la_Vega-Lisbon_Lisbon_District_Central_Portugal.html","Busto de Inca Garcilaso de la Vega","[{""Types"":""Monuments & Statues""}]","","","","Campo Martires da Patria, Lisbon 1169-000 Portugal","5.0","1 review","1","0","0","0","0"
"1701404085-3487","https://www.tripadvisor.com/Attractions-g3874225-Activities-oa960-Lisbon_District_Central_Portugal.html","965. Estatua ao Emigrante Portugues","https://www.tripadvisor.com/Attraction_Review-g189158-d15325572-Reviews-Estatua_ao_Emigrante_Portugues-Lisbon_Lisbon_District_Central_Portugal.html","Estatua ao Emigrante Portugues","[{""Types"":""Monuments & Statues""}]","","","Duration: < 1 hour","","4.0","1 review","0","1","0","0","0"
"1701404092-3488","https://www.tripadvisor.com/Attractions-g3874225-Activities-oa960-Lisbon_District_Central_Portugal.html","964. Marinheiro ao Leme","https://www.tripadvisor.com/Attraction_Review-g189158-d19003879-Reviews-Marinheiro_ao_Leme-Lisbon_Lisbon_District_Central_Portugal.html","Marinheiro ao Leme","[{""Types"":""Points of Interest & Landmarks""},{""Types"":""Monuments & Statues""}]","","","","Cais do Sodre Jardim de Roque Gameiro, Lisbon 1200-161 Portugal","4.0","2 reviews","1","0","1","0","0"
"1701404099-3489","https://www.tripadvisor.com/Attractions-g3874225-Activities-oa960-Lisbon_District_Central_Portugal.html","963. Busto de Machado de Assis","https://www.tripadvisor.com/Attraction_Review-g189158-d19795384-Reviews-Busto_de_Machado_de_Assis-Lisbon_Lisbon_District_Central_Portugal.html","Busto de Machado de Assis","[{""Types"":""Points of Interest & Landmarks""},{""Types"":""Monuments & Statues""}]","","","","","5.0","1 review","1","0","0","0","0"
"1701404106-3490","https://www.tripadvisor.com/Attractions-g3874225-Activities-oa960-Lisbon_District_Central_Portugal.html","962. As Tagides","https://www.tripadvisor.com/Attraction_Review-g189158-d19738376-Reviews-As_Tagides-Lisbon_Lisbon_District_Central_Portugal.html","As Tagides","[{""Types"":""Points of Interest & Landmarks""},{""Types"":""Monuments & Statues""}]","","","","","5.0","1 review","1","0","0","0","0"
"1701404113-3491","https://www.tripadvisor.com/Attractions-g3874225-Activities-oa960-Lisbon_District_Central_Portugal.html","961. Homenagem a Jose Saramago","https://www.tripadvisor.com/Attraction_Review-g189158-d19565342-Reviews-Homenagem_a_Jose_Saramago-Lisbon_Lisbon_District_Central_Portugal.html","Homenagem a Jose Saramago","[{""Types"":""Monuments & Statues""}]","","","","Campo das Cebolas, Lisbon 1100-135 Portugal","5.0","1 review","1","0","0","0","0"
"1701404127-3492","https://www.tripadvisor.com/Attractions-g3874225-Activities-oa930-Lisbon_District_Central_Portugal.html","960. Estatua de Ramalho Ortigao","https://www.tripadvisor.com/Attraction_Review-g189158-d19565170-Reviews-Estatua_de_Ramalho_Ortigao-Lisbon_Lisbon_District_Central_Portugal.html","Estatua de Ramalho Ortigao","[{""Types"":""Monuments & Statues""}]","","","","Largo de Santos, Lisbon 1400-227 Portugal","5.0","1 review","1","0","0","0","0"
"1701404134-3493","https://www.tripadvisor.com/Attractions-g3874225-Activities-oa930-Lisbon_District_Central_Portugal.html","959. Estatua a Infancia","https://www.tripadvisor.com/Attraction_Review-g189158-d19565341-Reviews-Estatua_a_Infancia-Lisbon_Lisbon_District_Central_Portugal.html","Estatua a Infancia","[{""Types"":""Monuments & Statues""}]","","","","Jardim do Campo Grande, Lisbon 1700-162 Portugal","5.0","1 review","1","0","0","0","0"
"1701404142-3494","https://www.tripadvisor.com/Attractions-g3874225-Activities-oa930-Lisbon_District_Central_Portugal.html","958. Prometeu","https://www.tripadvisor.com/Attraction_Review-g189158-d19516544-Reviews-Prometeu-Lisbon_Lisbon_District_Central_Portugal.html","Prometeu","[{""Types"":""Monuments & Statues""}]","","","","Rua Jose Estevao, Lisbon 1150-043 Portugal","5.0","1 review","1","0","0","0","0"
"1701404149-3495","https://www.tripadvisor.com/Attractions-g3874225-Activities-oa930-Lisbon_District_Central_Portugal.html","957. Estatua Joao Ferreira do Amaral","https://www.tripadvisor.com/Attraction_Review-g189158-d19432128-Reviews-Estatua_Joao_Ferreira_do_Amaral-Lisbon_Lisbon_District_Central_Portugal.html","Estatua Joao Ferreira do Amaral","[{""Types"":""Monuments & Statues""}]","","","","Alameda da Encarnacao, Lisbon 1800-187 Portugal","5.0","1 review","1","0","0","0","0"
"1701404156-3496","https://www.tripadvisor.com/Attractions-g3874225-Activities-oa930-Lisbon_District_Central_Portugal.html","956. Busto de Manoel Cordo Boullosa","https://www.tripadvisor.com/Attraction_Review-g189158-d19398790-Reviews-Busto_de_Manoel_Cordo_Boullosa-Lisbon_Lisbon_District_Central_Portugal.html","Busto de Manoel Cordo Boullosa","[{""Types"":""Monuments & Statues""}]","","","","Rua Julio de Andrade, 3-3A Xuventude de Galicia - Galego de Lisboa center, Lisbon 1150-206 Portugal","5.0","1 review","1","0","0","0","0"
"1701404163-3497","https://www.tripadvisor.com/Attractions-g3874225-Activities-oa930-Lisbon_District_Central_Portugal.html","955. Estatua Fonte de Pedra","https://www.tripadvisor.com/Attraction_Review-g189158-d19387808-Reviews-Estatua_Fonte_de_Pedra-Lisbon_Lisbon_District_Central_Portugal.html","Estatua Fonte de Pedra","[{""Types"":""Monuments & Statues""}]","","","","Avenida da Liberdade, Lisbon 1250-146 Portugal","4.5","4 reviews","1","3","0","0","0"
"1701404170-3498","https://www.tripadvisor.com/Attractions-g3874225-Activities-oa930-Lisbon_District_Central_Portugal.html","954. Igreja de Nossa Senhora da Encarnacao da Ameixoeira","https://www.tripadvisor.com/Attraction_Review-g189158-d19327187-Reviews-Igreja_de_Nossa_Senhora_da_Encarnacao_da_Ameixoeira-Lisbon_Lisbon_District_Centr.html","Igreja de Nossa Senhora da Encarnacao da Ameixoeira","[{""Types"":""Churches & Cathedrals""}]","","","","Igreja da Ameixoeira Estrada da Ameixoeira, Lisbon 1750-017 Portugal","5.0","1 review","1","0","0","0","0"
"1701404177-3499","https://www.tripadvisor.com/Attractions-g3874225-Activities-oa930-Lisbon_District_Central_Portugal.html","953. A Barraca","https://www.tripadvisor.com/Attraction_Review-g189158-d3364755-Reviews-A_Barraca-Lisbon_Lisbon_District_Central_Portugal.html","A Barraca","[{""Types"":""Theaters""}]","An old cinema from the 30's converted to a theater.On the first floor there's an amazing bar with a permantent agenda of live music, poetry readings, story-tellers","8:00 PM - 2:00 AM","","Largo de Santos 2, Lisbon 1200-808 Portugal","3.0","6 reviews","1","0","3","1","0"
"1701404184-3500","https://www.tripadvisor.com/Attractions-g3874225-Activities-oa930-Lisbon_District_Central_Portugal.html","952. Padrao do Senhor Roubado","https://www.tripadvisor.com/Attraction_Review-g189158-d19327208-Reviews-Padrao_do_Senhor_Roubado-Lisbon_Lisbon_District_Central_Portugal.html","Padrao do Senhor Roubado","[{""Types"":""Points of Interest & Landmarks""}]","","","","Rua Pedro Alvares Cabral, Lisbon 2675-533 Portugal","5.0","1 review","1","0","0","0","0"
"1701404192-3501","https://www.tripadvisor.com/Attractions-g3874225-Activities-oa930-Lisbon_District_Central_Portugal.html","951. Hemeroteca Municipal de Lisboa","https://www.tripadvisor.com/Attraction_Review-g189158-d12883873-Reviews-Hemeroteca_Municipal_de_Lisboa-Lisbon_Lisbon_District_Central_Portugal.html","Hemeroteca Municipal de Lisboa","[{""Types"":""Libraries""}]","","10:00 AM - 7:00 PM","Duration: 1-2 hours","Rua Lucio de Azevedo 21B, Lisbon 1600-148 Portugal","5.0","1 review","1","0","0","0","0"
"1701404199-3502","https://www.tripadvisor.com/Attractions-g3874225-Activities-oa930-Lisbon_District_Central_Portugal.html","950. Estatua O Lavrador","https://www.tripadvisor.com/Attraction_Review-g189158-d19795511-Reviews-Estatua_O_Lavrador-Lisbon_Lisbon_District_Central_Portugal.html","Estatua O Lavrador","[{""Types"":""Points of Interest & Landmarks""},{""Types"":""Monuments & Statues""}]","","","","Praca da Estrela 12 Jardim do Largo da Burra, Lisbon 1200-667 Portugal","5.0","1 review","1","0","0","0","0"
"1701404206-3503","https://www.tripadvisor.com/Attractions-g3874225-Activities-oa930-Lisbon_District_Central_Portugal.html","949. Casa de Joao das Regras","https://www.tripadvisor.com/Attraction_Review-g189158-d19738386-Reviews-Casa_de_Joao_das_Regras-Lisbon_Lisbon_District_Central_Portugal.html","Casa de Joao das Regras","[{""Types"":""Points of Interest & Landmarks""}]","","","","Poco do Borratem 25 30, Lisbon 1100-408 Portugal","5.0","1 review","1","0","0","0","0"
"1701404213-3504","https://www.tripadvisor.com/Attractions-g3874225-Activities-oa930-Lisbon_District_Central_Portugal.html","948. Mapa da Memoria Inicial","https://www.tripadvisor.com/Attraction_Review-g189158-d19432152-Reviews-Mapa_da_Memoria_Inicial-Lisbon_Lisbon_District_Central_Portugal.html","Mapa da Memoria Inicial","[{""Types"":""Monuments & Statues""}]","","","","Avenida Alvaro Pais 15, Lisbon 1649-006 Portugal","5.0","1 review","1","0","0","0","0"
"1701404220-3505","https://www.tripadvisor.com/Attractions-g3874225-Activities-oa930-Lisbon_District_Central_Portugal.html","947. Chafariz do Alto do Carvalhao","https://www.tripadvisor.com/Attraction_Review-g189158-d19410438-Reviews-Chafariz_do_Alto_do_Carvalhao-Lisbon_Lisbon_District_Central_Portugal.html","Chafariz do Alto do Carvalhao","[{""Types"":""Fountains""}]","","","","Rua do Arco do Carvalhao, Lisbon 1350-025 Portugal","5.0","1 review","1","0","0","0","0"
"1701404227-3506","https://www.tripadvisor.com/Attractions-g3874225-Activities-oa930-Lisbon_District_Central_Portugal.html","946. Lapide Comemorativa do Centenario da Morte dos""Martires da Patria""","https://www.tripadvisor.com/Attraction_Review-g189158-d19398878-Reviews-Lapide_Comemorativa_do_Centenario_da_Morte_dos_Martires_da_Patria-Lisbon_Lisbon_.html","Lapide Comemorativa do Centenario da Morte dos""Martires da Patria""","[{""Types"":""Monuments & Statues""}]","","","","Campo dos Martires da Patria Braamcamp Freire garden, Lisbon 1150-343 Portugal","5.0","1 review","1","0","0","0","0"
"1701404234-3507","https://www.tripadvisor.com/Attractions-g3874225-Activities-oa930-Lisbon_District_Central_Portugal.html","945. Vento Garroa","https://www.tripadvisor.com/Attraction_Review-g189158-d19398821-Reviews-Vento_Garroa-Lisbon_Lisbon_District_Central_Portugal.html","Vento Garroa","[{""Types"":""Monuments & Statues""}]","","","","Parque Eduardo VII de Inglaterra, Lisbon 1070-099 Portugal","5.0","1 review","1","0","0","0","0"
"1701404241-3508","https://www.tripadvisor.com/Attractions-g3874225-Activities-oa930-Lisbon_District_Central_Portugal.html","944. American International School of Lisbon","https://www.tripadvisor.com/Attraction_Review-g189158-d245671-Reviews-American_International_School_of_Lisbon-Lisbon_Lisbon_District_Central_Portugal.html","American International School of Lisbon","[{""Types"":""Educational sites""}]","","","","","5.0","1 review","1","0","0","0","0"
